CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
36.25,1.5635,0.2608,0.1397,0.0,0.0557,0.0654
36.75,1.5891,0.2452,0.1297,0.0,0.0494,0.0661
37.25,1.5468,0.2424,0.1283,0.0,0.0542,0.06
37.75,1.4787,0.2338,0.1064,0.0,0.065,0.0625
38.25,1.4892,0.2126,0.0957,0.0,0.0599,0.057
38.75,1.4532,0.208,0.0924,0.0,0.0559,0.0596
39.25,1.4285,0.2038,0.0892,0.0,0.0623,0.0523
39.75,1.3125,0.1912,0.086,0.0,0.0585,0.0467
40.25,1.2804,0.1726,0.0796,0.0,0.0529,0.04
40.75,1.2148,0.1932,0.0892,0.0,0.0513,0.0527
41.25,1.2354,0.1393,0.0621,0.0,0.045,0.0322
41.75,1.1526,0.148,0.073,0.0,0.042,0.033
42.25,1.1687,0.1275,0.0645,0.0,0.0344,0.0285
42.75,1.113,0.1318,0.0673,0.0,0.0362,0.0282
43.25,1.1952,0.1028,0.0575,0.0,0.023,0.0224
43.75,1.1216,0.1026,0.0581,0.0,0.0235,0.021
44.25,1.1118,0.0979,0.0564,0.0,0.0217,0.0197
44.75,1.1506,0.0808,0.0483,0.0,0.0169,0.0155
45.25,1.1375,0.0795,0.048,0.0,0.0152,0.0164
45.75,1.0592,0.0801,0.0514,0.0,0.0138,0.0149
46.25,1.0822,0.0634,0.0418,0.0,0.0084,0.0133
46.75,1.0596,0.0601,0.0361,0.0,0.0114,0.0127
47.25,1.0286,0.0588,0.0393,0.0,0.0106,0.009
47.75,1.0227,0.0573,0.0351,0.0,0.0096,0.0126
48.25,1.0205,0.064,0.0396,0.0,0.0119,0.0125
48.75,1.0121,0.0466,0.0291,0.0,0.0084,0.009
49.25,0.9912,0.0511,0.0323,0.0,0.0077,0.0111
49.75,0.9954,0.0472,0.0299,0.0,0.0072,0.01
