CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
19.75,6.7608,1.0568,0.7701,0.0,0.0162,0.2704
20.25,6.5994,0.9678,0.7406,0.0,0.0117,0.2155
20.75,6.3818,0.8707,0.6617,0.0,0.0057,0.2034
21.25,6.2256,0.8315,0.6415,0.0,0.0057,0.1844
21.75,5.9604,0.76,0.5975,0.0,0.0036,0.1589
22.25,5.6931,0.7416,0.6102,0.0,0.0022,0.1293
22.75,5.2714,0.7078,0.5858,0.0,0.0042,0.1178
23.25,5.1148,0.6415,0.5312,0.0,0.0036,0.1067
23.75,4.797,0.603,0.5055,0.0,0.0012,0.0964
24.25,4.6468,0.546,0.4799,0.0,0.0026,0.0636
24.75,4.5011,0.5106,0.4417,0.0,0.0037,0.0652
25.25,4.3739,0.514,0.4474,0.0,0.0018,0.0648
25.75,4.2871,0.483,0.4286,0.0,0.0012,0.0532
26.25,4.1,0.4262,0.3814,0.0,0.0006,0.0441
26.75,4.0152,0.4305,0.3935,0.0,0.0012,0.0357
27.25,3.9106,0.4087,0.3762,0.0,0.0004,0.032
27.75,3.7485,0.3678,0.3373,0.0,0.0014,0.0291
28.25,3.6788,0.3528,0.3291,0.0,0.0005,0.0232
28.75,3.6605,0.3217,0.2939,0.0,0.0018,0.0259
29.25,3.5117,0.3225,0.2955,0.0,0.0008,0.0262
29.75,3.4792,0.3207,0.2982,0.0,0.0003,0.0221
30.25,3.4597,0.2927,0.2691,0.0,0.0018,0.0218
30.75,3.3979,0.2777,0.2608,0.0,0.0027,0.0142
31.25,3.4274,0.2711,0.2533,0.0,0.0007,0.017
31.75,3.3553,0.2756,0.2566,0.0,0.0011,0.0178
32.25,3.2523,0.2441,0.2297,0.0,0.0006,0.0138
32.75,3.1092,0.2445,0.2304,0.0,0.0024,0.0117
33.25,3.1276,0.2243,0.2112,0.0,0.0021,0.0109
33.75,3.0381,0.2237,0.2156,0.0,0.001,0.0071
34.25,3.0194,0.1925,0.1807,0.0,0.0019,0.01
34.75,2.9455,0.1869,0.1789,0.0,0.0004,0.0075
35.25,2.9627,0.1888,0.1774,0.0,0.0012,0.0102
35.75,2.8348,0.187,0.1717,0.0,0.0006,0.0146
36.25,2.7918,0.1749,0.1679,0.0,0.0003,0.0067
36.75,2.7471,0.1635,0.1547,0.0,0.0019,0.0069
37.25,2.6424,0.1657,0.1583,0.0,0.0005,0.0069
37.75,2.5063,0.1554,0.149,0.0,0.0017,0.0046
38.25,2.4553,0.1449,0.1387,0.0,0.0,0.0062
38.75,2.3587,0.1462,0.1392,0.0,0.0007,0.0063
39.25,2.2566,0.1448,0.1376,0.0,0.0019,0.0053
39.75,2.2557,0.1363,0.1304,0.0,0.0005,0.0054
40.25,2.1986,0.1335,0.1281,0.0,0.001,0.0045
40.75,2.1906,0.1281,0.1244,0.0,0.0005,0.0032
41.25,2.1338,0.1238,0.1216,0.0,0.0003,0.002
41.75,2.173,0.1265,0.1211,0.0,0.0008,0.0045
42.25,2.1006,0.1215,0.1154,0.0,0.0018,0.0043
42.75,2.0151,0.1185,0.1145,0.0,0.0003,0.0037
43.25,2.054,0.1255,0.1217,0.0,0.001,0.0028
43.75,1.9982,0.1159,0.1128,0.0,0.0,0.003
44.25,2.018,0.0998,0.0963,0.0,0.0006,0.0029
44.75,1.9462,0.0968,0.0945,0.0,0.0,0.0023
45.25,1.9469,0.0934,0.0902,0.0,0.0004,0.0028
45.75,1.9124,0.0924,0.0901,0.0,0.0006,0.0016
46.25,1.9063,0.0903,0.0876,0.0,0.0007,0.0021
46.75,1.7737,0.0788,0.0771,0.0,0.0,0.0017
47.25,1.7412,0.0863,0.0832,0.0,0.0,0.0031
47.75,1.6527,0.0847,0.0822,0.0,0.0003,0.0022
48.25,1.6257,0.0862,0.0835,0.0,0.0009,0.0017
48.75,1.5923,0.0813,0.0793,0.0,0.0004,0.0016
49.25,1.5647,0.0804,0.0774,0.0,0.0002,0.0028
49.75,1.5334,0.0772,0.0743,0.0,0.0012,0.0017
