CylindricalRadius_ckpc,SurfaceDensity_Type0_Msun/ckpc^2,SurfaceDensity_Type4_Msun/ckpc^2,SurfaceDensity_Type4_H_Msun/ckpc^2,SurfaceDensity_Type4_B_Msun/ckpc^2,SurfaceDensity_Type4_CD_Msun/ckpc^2,SurfaceDensity_Type4_WD_Msun/ckpc^2
42.25,3.677,0.1861,0.0499,0.0,0.058,0.0782
42.75,3.5064,0.206,0.0625,0.0,0.0573,0.0861
43.25,3.3087,0.1739,0.0533,0.0,0.0473,0.0734
43.75,3.0437,0.1543,0.0429,0.0,0.0372,0.0742
44.25,2.8657,0.1646,0.0487,0.0,0.0436,0.0723
44.75,2.7194,0.1503,0.0456,0.0,0.0375,0.0672
45.25,2.5993,0.1284,0.0448,0.0,0.0248,0.0589
45.75,2.4535,0.1239,0.0374,0.0,0.0208,0.0657
46.25,2.2902,0.1097,0.0346,0.0,0.0145,0.0606
46.75,2.0586,0.1087,0.035,0.0,0.0142,0.0595
47.25,1.9421,0.1106,0.0346,0.0,0.0124,0.0635
47.75,1.8257,0.1026,0.0392,0.0,0.0074,0.056
48.25,1.737,0.0927,0.0368,0.0,0.006,0.0499
48.75,1.6168,0.0816,0.0318,0.0,0.0038,0.046
49.25,1.5877,0.0718,0.0289,0.0,0.002,0.041
49.75,1.5396,0.0804,0.0318,0.0,0.0056,0.043
